,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cayenne,4.9333,-52.3333,25.05,1,0,0.0,GF,1658877937
368,nouadhibou,20.931,-17.0347,25.99,89,0,3.6,MR,1658878052
369,grande prairie,55.1667,-118.8027,28.1,39,75,3.6,CA,1658878052
370,harbin,45.75,126.65,24.97,76,14,3.21,CN,1658877964
371,plettenberg bay,-34.0527,23.3716,14.17,61,78,4.67,ZA,1658878052
372,atemar,54.181,45.4091,17.28,92,9,2.03,RU,1658878052
373,thompson,55.7435,-97.8558,16.09,94,75,1.54,CA,1658878038
374,minab,27.1467,57.0801,28.56,82,100,0.92,IR,1658878053
375,pitimbu,-7.4706,-34.8086,23.33,84,93,5.53,BR,1658878053
376,tabas,33.5959,56.9244,33.7,25,24,2.54,IR,1658878054
377,chapais,49.7834,-74.8492,14.88,79,96,3.97,CA,1658878054
378,ocos,14.5094,-92.1933,27.1,73,67,2.18,GT,1658878054
379,tadotsu,34.275,133.75,31.1,86,6,1.83,JP,1658878054
380,pipraich,26.8264,83.53,28.74,71,100,4.2,IN,1658878055
381,banda aceh,5.5577,95.3222,25.35,82,100,4.02,ID,1658877809
382,porto novo,6.4965,2.6036,24.49,87,93,4.52,BJ,1658878023
383,padang,-0.9492,100.3543,23.03,84,93,1.36,ID,1658878055
384,sarangani,5.4033,125.4636,28.28,70,96,1.17,PH,1658878056
385,mapiripan,2.8892,-72.1256,24.34,89,42,1.75,CO,1658878056
386,price,39.5994,-110.8107,34.59,14,0,5.66,US,1658878056
387,am timan,11.0297,20.2827,21.97,91,100,3.1,TD,1658878057
388,merauke,-8.4667,140.3333,24.5,84,100,7.0,ID,1658878057
389,presidencia roque saenz pena,-26.7852,-60.4388,26.44,40,4,3.15,AR,1658878057
390,ostrovnoy,68.0531,39.5131,15.26,75,100,7.93,RU,1658878058
391,sheltozero,61.3667,35.3667,17.96,85,94,2.92,RU,1658878058
392,iralaya,15.0,-83.2333,27.0,83,100,3.44,HN,1658878058
393,strezhevoy,60.7333,77.5889,15.86,96,100,2.83,RU,1658878059
394,neuquen,-38.9516,-68.0591,7.94,100,100,0.0,AR,1658878059
395,walvis bay,-22.9575,14.5053,10.05,87,0,1.54,NA,1658878059
396,inhambane,-23.865,35.3833,17.16,75,0,1.64,MZ,1658878060
397,acapulco,16.8634,-99.8901,30.9,66,75,2.06,MX,1658877958
398,flinders,-34.5833,150.8552,13.54,60,5,4.92,AU,1658878060
399,lashio,22.9333,97.75,19.13,99,69,0.39,MM,1658878060
400,magistralnyy,56.1725,107.4458,13.48,85,73,1.4,RU,1658878061
401,havelock,34.8791,-76.9013,29.99,87,100,2.68,US,1658878061
402,broken hill,-31.95,141.4333,8.19,75,3,1.82,AU,1658878061
403,bazarnyye mataki,54.8833,49.9333,17.52,92,78,2.92,RU,1658878062
404,raymondville,26.4815,-97.7831,35.06,43,100,9.5,US,1658878062
405,pangkalanbuun,-2.6833,111.6167,23.04,99,99,0.86,ID,1658878062
406,avera,33.194,-82.5271,32.73,49,92,5.16,US,1658878063
407,sao filipe,14.8961,-24.4956,25.45,83,93,0.67,CV,1658878063
408,upata,8.0086,-62.3989,27.33,90,82,1.11,VE,1658878063
409,airai,-8.9266,125.4092,13.66,66,86,1.85,TL,1658878064
410,leninsk,48.7119,45.1994,20.55,69,29,2.82,RU,1658878064
411,bronnoysund,65.4625,12.1997,12.0,94,100,7.72,NO,1658878064
412,itarema,-2.9248,-39.9167,25.54,74,63,6.08,BR,1658878064
413,zhezkazgan,47.8043,67.7144,22.77,52,0,2.48,KZ,1658878065
414,maltahohe,-24.8333,16.9833,9.32,24,0,3.02,NA,1658878065
415,dublin,37.7021,-121.9358,33.89,44,0,8.23,US,1658878001
416,vermilion,40.1667,-87.7506,23.33,87,100,2.06,US,1658878065
417,mandalgovi,45.7625,106.2708,11.42,78,1,5.91,MN,1658878066
418,evergreen park,41.7206,-87.7017,26.96,64,75,4.12,US,1658877963
419,deputatskiy,69.3,139.9,13.11,58,57,2.44,RU,1658878066
420,las cruces,32.3123,-106.7783,36.32,26,0,4.02,US,1658878066
421,aquiraz,-3.9014,-38.3911,26.21,78,97,4.2,BR,1658877876
422,healdsburg,38.6105,-122.8692,38.9,49,0,6.69,US,1658878067
423,wladyslawowo,54.7909,18.4009,14.45,72,3,6.63,PL,1658878067
424,savonlinna,61.8699,28.88,19.03,82,20,4.63,FI,1658878067
425,madison,34.7334,-86.5667,32.98,64,40,3.6,US,1658878068
426,vao,-22.6667,167.4833,20.14,64,0,4.16,NC,1658878068
427,redencao,-4.2258,-38.7306,22.07,79,100,1.33,BR,1658878023
428,mercedes,-34.6515,-59.4307,20.02,95,88,2.79,AR,1658878069
429,sawakin,19.1059,37.3321,35.06,45,100,3.43,SD,1658878069
430,troitskoye,52.9821,84.6757,13.59,81,0,2.02,RU,1658878069
431,quatre cocos,-20.2078,57.7625,20.06,80,35,4.9,MU,1658878070
432,arrifes,37.7667,-25.7,23.46,100,75,3.6,PT,1658878070
433,qinhuangdao,39.9317,119.5883,24.43,84,17,2.48,CN,1658878070
434,constantine,36.365,6.6147,25.67,38,0,2.06,DZ,1658877780
435,zundert,51.4735,4.6418,15.51,77,84,3.01,NL,1658878071
436,kalanaur,28.8333,76.4,29.24,67,99,3.27,IN,1658878071
437,komsomolskiy,40.4272,71.7189,27.4,36,3,3.09,UZ,1658878071
438,ayan,56.45,138.1667,15.81,77,81,3.57,RU,1658878072
439,kokopo,-4.352,152.2633,27.82,71,83,1.26,PG,1658878072
440,robertsport,6.7533,-11.3686,24.67,82,35,3.97,LR,1658878072
441,tuktoyaktuk,69.4541,-133.0374,17.0,63,75,9.77,CA,1658878073
442,halden,59.1226,11.3871,17.24,73,92,2.71,NO,1658878073
443,nhulunbuy,-12.2333,136.7667,26.34,65,3,7.2,AU,1658878073
444,touros,-5.1989,-35.4608,23.88,83,30,5.24,BR,1658878074
445,bardiyah,31.7561,25.0865,25.54,79,0,7.33,LY,1658878074
446,taman,45.2117,36.7161,22.51,61,36,3.69,RU,1658878074
447,serenje,-13.2325,30.2352,11.93,64,2,4.16,ZM,1658878075
448,keflavik,64.0049,-22.5624,12.24,100,100,6.69,IS,1658878075
449,sehithwa,-20.4667,22.7167,15.15,40,0,3.11,BW,1658877967
450,semey,50.4111,80.2275,17.12,59,0,2.0,KZ,1658878075
451,aksarka,66.5606,67.7975,9.26,88,97,5.39,RU,1658878076
452,keti bandar,24.1447,67.4497,27.32,87,100,3.89,PK,1658877820
453,bima,-8.4667,118.7167,23.04,87,51,1.57,ID,1658878076
454,marsa matruh,31.3525,27.2453,25.11,83,0,4.12,EG,1658878076
455,chapleau,47.8405,-83.4034,22.05,46,75,2.57,CA,1658878077
456,le mars,42.7942,-96.1656,26.73,65,0,2.57,US,1658878077
457,bianzhuang,34.8486,118.0447,23.76,89,2,2.65,CN,1658878077
458,damara,4.9608,18.7035,22.46,92,100,1.77,CF,1658878078
459,marzuq,14.4,46.4667,25.98,49,98,2.68,YE,1658878078
460,grindavik,63.8424,-22.4338,12.26,100,100,6.69,IS,1658878078
461,sept-iles,50.2001,-66.3821,19.0,77,75,3.6,CA,1658878079
462,chapada dos guimaraes,-15.4606,-55.7497,24.81,27,5,2.26,BR,1658878079
463,krasnyy kut,50.95,46.9667,18.61,85,4,0.48,RU,1658878079
464,jalu,29.0331,21.5482,29.01,40,5,7.01,LY,1658878080
465,ivybridge,50.3904,-3.9191,13.84,82,2,3.16,GB,1658878080
466,kholm-zhirkovskiy,55.5189,33.4731,16.27,88,0,0.59,RU,1658878080
467,najran,17.4924,44.1277,27.36,41,95,2.37,SA,1658878081
468,sesheke,-17.4759,24.2968,13.46,47,1,2.45,ZM,1658878081
469,sao joao da barra,-21.6403,-41.0511,21.46,86,18,5.2,BR,1658878081
470,nuuk,64.1835,-51.7216,6.34,87,100,3.6,GL,1658878081
471,cidreira,-30.1811,-50.2056,16.47,93,41,6.5,BR,1658877895
472,vanavara,60.34,102.2797,13.89,98,100,3.77,RU,1658878082
473,repnoye,51.5921,43.1861,17.85,89,6,1.05,RU,1658878082
474,awjilah,29.1081,21.2869,28.62,42,4,7.75,LY,1658878083
475,baykit,61.67,96.37,16.4,97,99,1.45,RU,1658878083
476,tomatlan,19.9333,-105.25,31.17,61,89,2.75,MX,1658878083
477,hofn,64.2539,-15.2082,10.28,88,100,0.27,IS,1658878083
478,el sauzal,31.9,-116.6833,23.56,72,69,4.12,MX,1658878084
479,mahibadhoo,3.7833,72.9667,27.69,77,80,8.14,MV,1658878084
480,mazamari,-11.3258,-74.5308,21.62,96,73,0.45,PE,1658877791
481,kropotkin,45.4375,40.5756,17.53,90,80,2.42,RU,1658878085
482,vestmannaeyjar,63.4427,-20.2734,11.82,98,100,7.04,IS,1658878085
483,laguna,38.421,-121.4238,37.64,31,0,5.14,US,1658878085
484,cap malheureux,-19.9842,57.6142,20.26,79,7,1.34,MU,1658878086
485,boyolangu,-8.1181,111.8935,21.7,92,44,0.78,ID,1658878086
486,bud,39.447,-86.1758,24.82,88,99,1.2,US,1658878086
487,faya,18.3851,42.4509,18.29,66,100,1.83,SA,1658878086
488,potosi,-19.5836,-65.7531,9.73,40,30,2.54,BO,1658878087
489,lucapa,-8.4192,20.7447,19.0,32,58,1.91,AO,1658878087
490,roald,62.5833,6.1333,12.31,93,100,1.54,NO,1658878087
491,nizhniy tsasuchey,50.5167,115.1333,15.64,94,99,4.11,RU,1658878088
492,hualmay,-11.0964,-77.6139,17.27,80,76,5.75,PE,1658878088
493,ciudad bolivar,8.1222,-63.5497,28.56,58,65,1.8,VE,1658878089
494,san quintin,30.4833,-115.95,22.68,67,14,5.62,MX,1658878089
495,saint-georges,12.0564,-61.7485,26.82,89,40,5.14,GD,1658878090
496,abancay,-13.6339,-72.8814,16.6,66,85,2.63,PE,1658878090
497,betanzos,43.2804,-8.2147,18.51,82,0,2.06,ES,1658878090
498,san pedro de macoris,18.4616,-69.2972,29.34,69,14,6.59,DO,1658878091
499,axim,4.8699,-2.2405,24.49,85,99,4.8,GH,1658878091
500,riohacha,11.5444,-72.9072,29.06,74,40,9.77,CO,1658878091
501,cairns,-16.9167,145.7667,23.95,73,40,5.66,AU,1658877915
502,alofi,-19.0595,-169.9187,25.94,61,75,7.2,NU,1658878092
503,lokosovo,61.1333,74.8167,13.04,92,10,3.23,RU,1658878092
504,montepuez,-13.1256,38.9997,17.11,83,13,3.95,MZ,1658878092
505,venado tuerto,-33.7456,-61.9688,17.65,82,57,2.81,AR,1658878093
506,samarai,-10.6167,150.6667,26.38,84,49,4.43,PG,1658878093
507,tahe,52.3333,124.7333,22.92,75,90,1.53,CN,1658878093
508,rusape,-18.5278,32.1284,9.19,88,33,0.92,ZW,1658878094
509,souillac,-20.5167,57.5167,20.21,88,75,6.69,MU,1658878094
510,yashkino,55.8736,85.4265,13.94,93,98,1.83,RU,1658878094
511,nevers,46.9167,3.3333,15.33,70,89,1.19,FR,1658878095
512,arrecife,28.963,-13.5477,24.99,69,0,11.32,ES,1658878095
513,zuya,45.0531,34.3154,17.56,67,4,2.5,UA,1658878095
514,asau,46.4333,26.4,19.97,86,0,1.42,RO,1658878096
515,nalut,30.3333,10.85,28.35,13,0,4.77,LY,1658878096
516,caravelas,-17.7125,-39.2481,21.32,80,2,2.69,BR,1658878096
517,puerto narino,-3.7703,-70.3831,23.31,96,38,0.52,CO,1658878097
518,sandakan,5.8402,118.1179,25.82,89,20,1.03,MY,1658878097
519,karaton,-6.3424,106.1045,22.02,95,96,0.7,ID,1658878097
520,wonthaggi,-38.6044,145.5913,11.01,90,94,3.55,AU,1658878097
521,cortez,37.3489,-108.5859,26.69,60,75,2.06,US,1658878098
522,pochutla,15.7432,-96.4661,28.79,77,95,0.84,MX,1658878098
523,fengcheng,40.4536,124.0717,24.49,90,52,1.14,CN,1658878098
524,manono,-7.3,27.4167,23.36,39,62,1.44,CD,1658878099
525,saint-etienne,45.4333,4.4,16.62,59,0,1.54,FR,1658878099
526,tazovskiy,67.4667,78.7,9.57,77,96,2.64,RU,1658878099
527,jardim,-21.4803,-56.1381,25.15,32,0,1.8,BR,1658878100
528,pisco,-13.7,-76.2167,17.03,82,20,3.6,PE,1658877884
529,fairlie,55.756,-4.8556,10.68,85,32,4.02,GB,1658878100
530,naze,28.3667,129.4833,27.51,74,10,2.67,JP,1658878100
531,rayong,12.8333,101.4333,28.77,99,100,0.48,TH,1658878101
532,pangody,65.85,74.4859,8.33,91,2,2.99,RU,1658878101
533,bakel,14.905,-12.4568,30.0,67,47,3.9,SN,1658878101
534,anjozorobe,-18.4,47.8667,12.57,85,83,1.71,MG,1658878102
535,eyl,7.9803,49.8164,24.68,74,4,10.57,SO,1658878102
536,kutum,14.2,24.6667,27.64,42,95,2.63,SD,1658877911
537,narsaq,60.9167,-46.05,13.12,89,35,1.49,GL,1658877817
538,paracatu,-17.2222,-46.8747,19.74,40,0,1.0,BR,1658878102
539,kuytun,54.3419,101.5036,12.47,81,54,2.05,RU,1658878103
540,hoi an,15.8794,108.335,25.98,80,72,2.19,VN,1658877905
541,roma,43.2128,-75.4557,23.86,59,0,3.58,US,1658878103
542,lasa,46.6166,10.7002,19.49,90,80,0.47,IT,1658878103
543,svetlogorsk,52.6333,29.7333,16.31,84,69,2.39,BY,1658878104
544,maksatikha,57.797,35.8825,18.58,79,66,0.48,RU,1658878104
545,yeniseysk,58.4497,92.1703,14.02,83,100,2.34,RU,1658878104
546,altay,47.8667,88.1167,15.43,46,0,1.92,CN,1658878105
547,yatou,37.15,122.3833,24.27,91,100,3.66,CN,1658878105
548,ballina,-28.8667,153.5667,13.77,52,0,5.8,AU,1658878105
549,yabelo,4.8833,38.0833,15.07,59,77,5.25,ET,1658878106
550,bundu,23.1833,85.5833,26.12,92,60,1.36,IN,1658878106
551,kantabanji,20.4833,82.9167,25.12,89,100,1.84,IN,1658878106
552,mayumba,-3.432,10.6554,20.41,92,15,1.15,GA,1658878107
553,arvika,59.6553,12.5852,13.34,92,96,2.25,SE,1658878107
554,kamaishi,39.2667,141.8833,25.36,85,94,1.54,JP,1658878107
555,tual,-5.6667,132.75,26.2,80,34,10.75,ID,1658878108
556,calvinia,-31.4707,19.776,8.4,94,2,1.78,ZA,1658878108
557,seminole,28.7086,-81.2081,27.2,83,20,1.54,US,1658878108
558,shinshiro,34.9,137.5,26.32,87,100,2.01,JP,1658878108
559,chicama,-7.8447,-79.1469,15.3,78,99,3.89,PE,1658878109
560,marienburg,54.0359,19.0266,15.49,84,38,2.96,PL,1658878109
561,kapit,2.0167,112.9333,22.98,100,100,0.26,MY,1658878109
562,puerto ayacucho,5.6639,-67.6236,24.69,86,97,0.58,VE,1658878110
563,aloleng,16.1307,119.7824,27.75,78,98,2.82,PH,1658878110
564,darhan,49.4867,105.9228,14.49,74,100,1.18,MN,1658878110
565,sabzevar,36.2126,57.6819,26.6,34,24,8.23,IR,1658878111
566,neijiang,29.5835,105.0622,26.73,90,90,1.62,CN,1658878111
567,halifax,44.6453,-63.5724,23.94,63,75,1.54,CA,1658877950
568,channel-port aux basques,47.5702,-59.1367,16.83,84,7,0.88,CA,1658878112
569,iracoubo,5.4802,-53.2011,26.08,83,30,2.58,GF,1658878112
570,berbera,10.4396,45.0143,32.46,34,78,8.16,SO,1658878112
571,hanzhong,33.0728,107.0303,23.64,94,91,0.63,CN,1658878113
572,khartoum,15.5518,32.5324,30.01,64,97,2.24,SD,1658877871
573,guanica,17.9716,-66.908,30.03,82,44,5.0,PR,1658878113
574,veraval,20.9,70.3667,26.97,82,91,3.89,IN,1658878113
575,montecorvino rovella,40.6918,14.978,25.81,88,0,1.33,IT,1658878114
576,fort nelson,58.8053,-122.7002,30.77,35,75,0.0,CA,1658878114
